"Notes"	"Residence State"	"Residence State Code"	"Residence County"	"Residence County Code"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Idaho"	"16"	"Ada County, ID"	"16001"	"2024 (provisional and partial)"	"2024"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"5-9 years"	"5-9"	0	227	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"10-14 years"	"10-14"	Suppressed	226	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"15-19 years"	"15-19"	Suppressed	195	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"20-24 years"	"20-24"	0	132	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"25-29 years"	"25-29"	Suppressed	183	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"30-34 years"	"30-34"	Suppressed	176	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"35-39 years"	"35-39"	0	186	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"40-44 years"	"40-44"	0	198	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"45-49 years"	"45-49"	0	213	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"50-54 years"	"50-54"	Suppressed	221	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"55-59 years"	"55-59"	0	382	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"60-64 years "	"60-64"	0	521	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"65-69 years"	"65-69"	Suppressed	456	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"70-74 years"	"70-74"	Suppressed	315	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"75-79 years"	"75-79"	10	227	Unreliable	2112.5	8101.5	1393.1	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"80-84 years"	"80-84"	Suppressed	123	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2018"	"2018"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"5-9 years"	"5-9"	0	215	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"10-14 years"	"10-14"	0	219	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"15-19 years"	"15-19"	0	195	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"20-24 years"	"20-24"	Suppressed	134	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"25-29 years"	"25-29"	0	195	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"30-34 years"	"30-34"	Suppressed	168	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"35-39 years"	"35-39"	0	192	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"40-44 years"	"40-44"	0	190	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"45-49 years"	"45-49"	Suppressed	202	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"50-54 years"	"50-54"	0	237	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"55-59 years"	"55-59"	Suppressed	373	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"60-64 years "	"60-64"	Suppressed	521	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"65-69 years"	"65-69"	Suppressed	478	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"70-74 years"	"70-74"	Suppressed	337	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"75-79 years"	"75-79"	Suppressed	228	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"80-84 years"	"80-84"	Suppressed	136	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2019"	"2019"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"5-9 years"	"5-9"	0	198	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"10-14 years"	"10-14"	0	232	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"15-19 years"	"15-19"	0	209	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"20-24 years"	"20-24"	0	156	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"25-29 years"	"25-29"	Suppressed	194	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"30-34 years"	"30-34"	0	197	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"35-39 years"	"35-39"	0	191	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"40-44 years"	"40-44"	0	213	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"45-49 years"	"45-49"	0	222	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"50-54 years"	"50-54"	Suppressed	225	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"55-59 years"	"55-59"	Suppressed	353	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"60-64 years "	"60-64"	Suppressed	509	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"65-69 years"	"65-69"	Suppressed	513	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"70-74 years"	"70-74"	Suppressed	378	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"75-79 years"	"75-79"	Suppressed	239	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"80-84 years"	"80-84"	Suppressed	143	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2020"	"2020"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"< 1 year"	"1"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"5-9 years"	"5-9"	0	198	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"10-14 years"	"10-14"	0	253	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"15-19 years"	"15-19"	Suppressed	225	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"20-24 years"	"20-24"	0	147	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"25-29 years"	"25-29"	0	201	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"30-34 years"	"30-34"	Suppressed	197	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"35-39 years"	"35-39"	0	201	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"40-44 years"	"40-44"	Suppressed	232	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"45-49 years"	"45-49"	Suppressed	244	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"50-54 years"	"50-54"	0	249	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"55-59 years"	"55-59"	Suppressed	359	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"60-64 years "	"60-64"	Suppressed	493	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"65-69 years"	"65-69"	Suppressed	539	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"70-74 years"	"70-74"	Suppressed	431	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"75-79 years"	"75-79"	Suppressed	235	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"80-84 years"	"80-84"	11	127	Unreliable	4323.8	15497.7	2611.5	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"100+ years"	"100+"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2021"	"2021"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"1-4 years"	"1-4"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"5-9 years"	"5-9"	0	215	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"10-14 years"	"10-14"	0	257	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"15-19 years"	"15-19"	Suppressed	248	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"20-24 years"	"20-24"	0	167	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"25-29 years"	"25-29"	0	199	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"30-34 years"	"30-34"	0	224	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"35-39 years"	"35-39"	0	225	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"40-44 years"	"40-44"	Suppressed	258	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"45-49 years"	"45-49"	Suppressed	252	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"50-54 years"	"50-54"	0	275	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"55-59 years"	"55-59"	Suppressed	320	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"60-64 years "	"60-64"	Suppressed	483	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"65-69 years"	"65-69"	Suppressed	554	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"70-74 years"	"70-74"	12	431	Unreliable	1438.6	4863.5	803.7	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"75-79 years"	"75-79"	Suppressed	260	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"80-84 years"	"80-84"	Suppressed	128	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"95-99 years"	"95-99"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2022"	"2022"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"5-9 years"	"5-9"	0	215	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"10-14 years"	"10-14"	0	257	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"15-19 years"	"15-19"	0	248	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"20-24 years"	"20-24"	Suppressed	167	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"25-29 years"	"25-29"	0	199	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"30-34 years"	"30-34"	Suppressed	224	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"	Suppressed	225	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	0	258	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	Suppressed	252	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	Suppressed	275	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	Suppressed	320	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	Suppressed	483	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	0	554	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"70-74 years"	"70-74"	Suppressed	431	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"75-79 years"	"75-79"	12	260	Unreliable	2384.8	8062.2	1332.3	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"80-84 years"	"80-84"	Suppressed	128	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"85-89 years"	"85-89"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"90-94 years"	"90-94"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"95-99 years"	"95-99"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"100+ years"	"100+"	Suppressed	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2023 (provisional)"	"2023"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"< 1 year"	"1"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"1-4 years"	"1-4"	0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"5-9 years"	"5-9"	0	215	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"10-14 years"	"10-14"	0	257	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"15-19 years"	"15-19"	0	248	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"20-24 years"	"20-24"	0	167	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"25-29 years"	"25-29"	0	199	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"30-34 years"	"30-34"	0	224	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"35-39 years"	"35-39"	0	225	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"40-44 years"	"40-44"	0	258	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"45-49 years"	"45-49"	0	252	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"50-54 years"	"50-54"	0	275	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"55-59 years"	"55-59"	Suppressed	320	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"60-64 years "	"60-64"	Suppressed	483	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"65-69 years"	"65-69"	0	554	Unreliable	0.0	0.0	0.0	0.0%
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"70-74 years"	"70-74"	Suppressed	431	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
	"Idaho"	"16"	"Adams County, ID"	"16003"	"2024 (provisional and partial)"	"2024"	"75-79 years"	"75-79"	Suppressed	260	Suppressed	Suppressed	Suppressed	Suppressed	Suppressed
